index_x,Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,index_y,Country
4251,REU,Reunion,West Port (Old Port),Chamber of Commerce and Industry of Reunion,"5 Bis Rue de Paris
BP 120 97463
Saint Denis Cedex 97821
Reunion",262 262 94 20 00,,,,www.reunion.cci.fr,"20° 56' 15"" S","55° 17' 2"" E",,Harbor,Small,,
4252,ROM,Basarabi,Port of Basarabi,Administration of the Navigable Canals (ACN Constantza),"Ecluzei no.1 Street, Agigea
Post Office 907015
Constantza 907015
Romania",40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro,"44° 10' 48"" N","28° 23' 43"" E",ROBAB,River Port,Small,,
4253,ROM,Braila,Port of Braila,Compania Nationala Administratia Porturilor Danarii Maritime Galati,"Dana 18/PA181
Port Braila 810118
Romania",40 339 103750,40 339 103750,,braila@apdm.galati.ro,apdm.galati.ro,"45° 15' 56"" N","27° 58' 34"" E",ROBRA,River Port,Small,,
4254,ROM,Calafat,Port of Calafat,CN APDF SA,"Calafat
Romania",,,,,www.apdf.ro,"43° 59' 50"" N","22° 55' 43"" E",ROCAF,Ferry,Small,,
4255,ROM,Calarasi,Port of Calarasi,CN APDF SA - Agentia Calarasi,"Str. Dobrogei, nr. 1
Calarasi
Romania",0242 317 712,0242 316 891,,apdf_calarasi@yahoo.com,www.apdf.ro,"44° 12' 33"" N","27° 17' 29"" E",ROCAS,River Port,Small,,
4256,ROM,Cernavoda,Port of Cernavoda,CN APDF SA,"Cernavoda
Romania",,,,,www.apdf.ro,"44° 21' 14"" N","28° 1' 30"" E",ROCEV,River Port,Small,,
4257,ROM,Chilia,Port of Chilia,CN APDF SA - Sediul central Giurgiu,"Sos. Portului, nr. 1
Giurgiu
Romania",0246  213 003,021 311 05 21,,cnapdf@xnet.ro,www.apdf.ro,"45° 13' 46"" N","29° 14' 51"" E",,"Pier, Jetty or Wharf",Very Small,,
4259,ROM,Drencova,Port of Drencova,CN APDF SA,"Drencova
Romania",,,,,www.apdf.ro,"44° 43' 29"" N","21° 36' 56"" E",,"Pier, Jetty or Wharf",Small,,
4260,ROM,Drobeta Turnu Severin,Port of Drobeta Turnu Severin,CN APDF SA - Sucursala Drobeta Turnu Severin,"Sos. Portului, nr. 3
Drobeta Turnu Severin, Mehedinti 220234
Romania",0252 311 459,0252 317 019,,apdf@apdf.intelsev.ro,www.apdf.ro,"44° 37' 18"" N","22° 39' 27"" E",RODTS,River Port,Small,,
4261,ROM,Galati,Port of Galati,Compania Nationala Administratia Porturilor Danarii Maritime Galati,"Str.Portului nr.34
Galati 800025
Romania",40 336 101294,40 236 460140,,manager@apdm.galati.ro,apdm.galati.ro,"45° 26' 30"" N","28° 5' 3"" E",ROGAL,River Port,Small,,
4262,ROM,Giurgiu,Port of Giurgiu,CN APDF SA - Sediul central Giurgiu,"Sos. Portului, nr. 1
Giurgiu
Romania",0246  213 003,021 311 05 21,,cnapdf@xnet.ro,www.apdf.ro,"43° 53' 0"" N","25° 58' 47"" E",ROGRG,River Port,Small,,
4263,ROM,Isaccea,Port of Isaccea,Isaccea Port Authority,"Port Isaccea
Isaccea 825200
Romania",40 240 540715,,,,,"45° 17' 2"" N","28° 27' 13"" E",,"Pier, Jetty or Wharf",Small,,
4264,ROM,Luminita,Port of Luminita,Administration of the Navigable Canals (ACN Constantza),"Ecluzei no.1 Street, Agigea
Post Office 907015
Constantza 907015
Romania",40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro,"44° 21' 14"" N","28° 38' 14"" E",,"Pier, Jetty or Wharf",Very Small,,
4266,ROM,Medgidia,Port of Medgidia,Administration of the Navigable Canals (ACN Constantza),"Ecluzei no.1 Street, Agigea
Post Office 907015
Constantza 907015
Romania",40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro,"44° 14' 55"" N","28° 18' 19"" E",ROMED,River Port,Small,,
4267,ROM,Orsova,Port of Orsova,APDF - Orsova,"3 Portului Street
Drobeta Turnu Severin
Romania",40 252 117459,40 213 110521,,apdf@intelsev.ro,www.apdf.ro,"44° 43' 21"" N","22° 24' 22"" E",ROORV,River Port,Small,,
4268,ROM,Ovidiu,Port of Ovidiu,Administration of the Navigable Canals (ACN Constantza),"Ecluzei no.1 Street, Agigea
Post Office 907015
Constantza 907015
Romania",40-241-702700,40 241 738295,,compania@acn.ro,www.acn.ro,"44° 16' 8"" N","28° 33' 12"" E",,River Port,Small,,
4269,ROM,Tulcea,Port of Tulcea,Compania Nationala Administratia Porturilor Danarii Maritime,"Str.Portului nr. 26
Tulcea 820243
Romania",40 240 517283,40 240 517342,,tulcea@apdm.galati.ro,apdm.galati.ro,"45° 11' 28"" N","28° 49' 1"" E",ROTCE,River Port,Small,,
4279,RUS,Abakan,Port of Abakan,,"Abakan
Russia",,,,,,"53° 43' 24"" N","91° 31' 10"" E",,River Port,Very Small,,
4280,RUS,Aksarka,Port of Aksarka,,"Aksarka, Yamalo-Nenets Autonomous Okrug 629620
Russia",,,,,,"66° 33' 57"" N","67° 48' 15"" E",,River Port,Small,,
4281,RUS,Aleksandrovsk Sakhalinsky,Aleksandrovsk Sakhalinsky Sea Port,Aleksandrovsk Sakhalinsky Sea Port,"MAP Sakhalin
Reidoviy Lane 2
Korsakov, Sakhalin 694000
Russia",7 424 354 0429,7 424 354 0296,,map-korsakov@sakhalin.ru,,"50° 53' 46"" N","142° 7' 52"" E",,Seaport,Small,,
4282,RUS,Amderma,Port of Amderma,Amderma Maritime Trade Port,"Tsentralnaya 4
Amderma, Archangelsk 164744
Russia",,,,,,"69° 45' 43"" N","61° 39' 18"" E",RUAMV,Harbor,Very Small,,
4283,RUS,Anadyr,Anadyr Commercial Sea Port,Anadyr Commercial Sea Port,"Lenina 73
Anadyr
Chukotka Autonomous Okrug
Russia",7 427 222 0410,7 427 222 6231,,morport@chukotnet.ru,morport.chukotnet.ru,"64° 44' 25"" N","177° 30' 33"" E",RUDYR,Seaport,Small,,
4284,RUS,Anadyr,Port of Anadyr,Anadyr Port,"Anadyr, Chukotka Autonomous Okrug 689000
Russia",,,,,,"64° 44' 7"" N","177° 31' 46"" E",,Seaport,Small,,
4285,RUS,Anapa,Port of Anapa,Maritime Port Administration of Novorossiysk,"Anapa Branch
Lenina 1
Anapa, Krasnodarskiy 353440
Russia",7 861 334 5973,7 861 334 5964,,,,"44° 53' 51"" N","37° 18' 11"" E",RUAAQ,Harbor,Small,,
4286,RUS,Andra,Port of Andra,,"Andra, Khanty-Mansi Autonomous Okrug 628125
Russia",,,,,,"62° 31' 27"" N","65° 51' 48"" E",,River Port,Very Small,,
4287,RUS,Aneyeva,Port of Aneyeva,,"Aneyeva, Khanty-Mansi Autonomous Okrug 628151
Russia",,,,,,"63° 8' 51"" N","63° 59' 18"" E",,River Port,Very Small,,
4290,RUS,Azov,Port of Azov,JSC Azov Sea Port,"2, Petrovskaya Str
Azov, Rostov Region 346780
Russia",86342 31020,,,marketing@azovseaport.ru,www.azovseaport.ru,"47° 7' 22"" N","39° 23' 48"" E",RUAZO,River Port,Small,,
4291,RUS,Barnaul,Port of Barnaul,,"Barnaul, Altai Krai
Russia",,,,,www.barnaul.org,"53° 19' 37"" N","83° 48' 11"" E",,River Port,Small,,
4292,RUS,Beringovskii,Port of Beringovskii,,"BeringovskiiSea Trade Port
Naberezhnaya 8
Beringovskii, Chukotka Autonomous Okrug 689100
Russia",,,,,,"63° 3' 50"" N","179° 22' 8"" E",,Harbor,Small,,
4293,RUS,Beryozovo,Port of Beryozovo,,"Beryozovo, Khanty-Mansi Autonomous Okrug - Yugra 628140
Russia",,,,,,"63° 55' 57"" N","65° 4' 17"" E",,River Port,Small,,
4295,RUS,Cherepovets,Port of Cherepovets,,"Cherepovets
Russia",,,,,,"59° 7' 2"" N","37° 51' 23"" E",,River Port,Small,,
4296,RUS,Chersky,Port of Chersky,,"Chersky, Sakha Republic 678830
Russia",,,,,,"68° 47' 34"" N","161° 22' 14"" E",,River Port,Small,,
4297,RUS,De Kastri,Port of De Kastri,,"De Kastri
Russia",,,,,,"51° 28' 0"" N","140° 46' 54"" E",RUDKA,"Pier, Jetty or Wharf",Small,,
4298,RUS,Dikson,Diksonskiy Morskoy Port,State Enterprise Dikson Sea Trade Port,"Voronina 2A
Taymirskiy, Krasnoyarsk 663240
Russia",,,,,,"73° 30' 22"" N","80° 30' 41"" E",RUDKS,Harbor,Small,,
4299,RUS,Dolgoprudny,Moscow International Yacht Port,,"Ulitsa Yakova Gunina, 1
Dolgoprudny, Moscow Oblast 141703
Russia",+7 495 626-96-00,,,club@mrport.ru,mrport.ru,"55° 57' 33"" N","37° 30' 51"" E",,Marina,Small,,
4300,RUS,Dudinka,Port of Dudinka,Dudinskiy Sea Trade Port,"43 Sovetskaya Street
Dudinka, Taymirskiy 663210
Russia",7 391 115 6545,7 391 112 5874,,,,"69° 23' 2"" N","86° 12' 7"" E",RUDUD,River Port,Small,,
4301,RUS,Dzerzhinsk,Port of Dzerzhinsk,,"Dzerzhinsk
Russia",,,,,,"56° 13' 36"" N","43° 27' 55"" E",,River Port,Very Small,,
4302,RUS,Egvekinot,Port of Egvekinot,,"Egvekinot
Russia",,,,,,"66° 18' 56"" N","179° 6' 55"" W",RUEGV,"Pier, Jetty or Wharf",Small,,
4303,RUS,Ekonomiya,Port of Ekonomiya,,"Ekonomiya
Russia",,,,,,"64° 42' 14"" N","40° 31' 10"" E",RUEKO,Seaport,Small,,
4304,RUS,Gaz-Sale,Port of Gaz-Sale,,"Gaz-Sale, Yamalo-Nenets Autonomous Okrug 629365
Russia",,,,,,"67° 22' 12"" N","79° 0' 34"" E",,River Port,Small,,
4305,RUS,Gaz-Sale,Port of Gaz-Sale,,"Gaz-Sale, Yamalo-Nenets Autonomous Okrug 629365
Russia",,,,,,"67° 22' 13"" N","79° 0' 24"" E",,River Port,Small,,
4306,RUS,Gelendzhgic,Port of Gelendzhgic,,"Gelendzhgic
Russia",,,,,,"44° 34' 13"" N","38° 2' 43"" E",,Seaport,Small,,
4307,RUS,Gorki,Port of Gorki,,"Gorki, Yamalo-Nenets Autonomous Okrug 629644
Russia",,,,,,"65° 3' 31"" N","65° 16' 4"" E",,River Port,Small,,
4308,RUS,Hatanga,Port of Hatanga,Sea Port Hatanga,"Sovetskaya 42
Hatanga, Krasnoyarskiy 663260
Russia",,,,,,"71° 58' 42"" N","102° 28' 6"" E",RUHTG,River Port,Small,,
4309,RUS,Igarka,Port of Igarka,Igarka Port Authority,"Gorky 47
Igarka, Kara Sea 663200
Russia",,,,,,"67° 27' 28"" N","86° 36' 23"" E",RUIAA,Seaport,Small,,
4310,RUS,Igrim,Port of Igrim,,"Igrim, Khanty-Mansi Autonomous Okrug 628146
Russia",,,,,,"63° 11' 19"" N","64° 24' 10"" E",,River Port,Small,,
4311,RUS,Irkutsk,Port of Irkutsk,,"Irkutsk, Siberia
Russia",,,,,,"52° 18' 21"" N","104° 16' 33"" E",,River Port,Small,,
4312,RUS,Irtyshskiy,Port of Irtyshskiy,,"Irtyshskiy, Tyumen Oblast
Russia",,,,,,"58° 17' 35"" N","68° 13' 5"" E",,River Port,Small,,
4313,RUS,Kalach-na-Donu,Port of Kalach-na-Donu,,"Kalach-na-Donu
Russia",,,,,,"48° 40' 18"" N","43° 32' 10"" E",,River Port,Small,,
4315,RUS,Kaluga,Port of Kaluga,,"Kaluga
Russia",,,,,,"54° 29' 49"" N","36° 18' 34"" E",,River Port,Small,,
4316,RUS,Kandalaksha,Port of Kandalaksha,Kandalaksha Sea Commercial Port,"Belomorskaya 19
Kandalaksha, Murmansk 184040
Russia",7 815 339 2163,7 815 332 3138,,kmtp@sampo.ru,,"67° 8' 6"" N","32° 24' 28"" E",RUKAN,Seaport,Small,,
4317,RUS,Karymkary,Port of Karymkary,,"Karymkary, Khanty-Mansi Autonomous Okrug 628114
Russia",,,,,,"62° 0' 53"" N","67° 23' 6"" E",,River Port,Very Small,,
4318,RUS,Kasimov,Port of Kasimov,,"Kasimov
Russia",,,,,,"54° 56' 7"" N","41° 20' 52"" E",,River Port,Very Small,,
4319,RUS,Katrovozh,Port of Katrovozh,,"Katrovozh, Yamalo-Nenets Autonomous Okrug 629624
Russia",,,,,,"66° 19' 14"" N","66° 4' 52"" E",,River Port,Very Small,,
4321,RUS,Kedrovyy,Port of Kedrovyy,,"Kedrovyy, Khanty-Mansi Autonomous Okrug 628544
Russia",,,,,,"61° 28' 53"" N","68° 13' 58"" E",,River Port,Very Small,,
4322,RUS,Khanty-Mansiysk,Port of Khanty-Mansiysk,,"Khanty-Mansiysk, Khanty-Mansi Autonomous Okrug - Yugra
Russia",,,,,,"60° 58' 58"" N","68° 59' 53"" E",,River Port,Small,,
4323,RUS,Kharsaim,Port of Kharsaim,,"Kharsaim, Yamalo-Nenets Autonomous Okrug 629635
Russia",,,,,,"66° 36' 8"" N","67° 17' 15"" E",,River Port,Very Small,,
4324,RUS,Kholmsk,Port of Kholmsk,Kholmsk Port Authority,"Sovetskaja 41
Kholmsk, Sakhalin 649620
Russia",7 424 346 6494,7 424 346 6494,,khmtp@sakhalin.ru,,"47° 3' 2"" N","142° 2' 38"" E",RUKHO,Seaport,Small,,
4325,RUS,Khulimsunt,Port of Khulimsunt,,"Khulimsunt, Khanty-Mansi Autonomous Okrug 628156
Russia",,,,,,"62° 52' 26"" N","61° 37' 2"" E",,River Port,Very Small,,
4326,RUS,Kimk'yasuy,Port of Kimk'yasuy,,"Kimk'yasuy, Khanty-Mansi Autonomous Okrug 628145
Russia",,,,,,"63° 24' 46"" N","61° 31' 38"" E",,River Port,Very Small,,
4327,RUS,Kolomna,Port of Kolomna,,"Kolomna
Russia",,,,,,"55° 4' 44"" N","38° 53' 25"" E",,River Port,Very Small,,
4328,RUS,Kolpashevo,Port of Kolpashevo,,"Kolpashevo, Tomsk Oblast
Russia",,,,,,"58° 18' 14"" N","82° 54' 21"" E",,River Port,Very Small,,
4329,RUS,Korotchayevo,Port of Korotchayevo,,"Korotchayevo, Yamalo-Nenets Autonomous Okrug 629320
Russia",,,,,,"65° 54' 13"" N","78° 13' 8"" E",,River Port,Small,,
4330,RUS,Korsakov,Port of Korsakov,Korsakov Sea Port,"Reydovy Pereulok 2
Korsakov, Sakhalin 694000
Russia",7 424 352 3234,,,,,"46° 37' 29"" N","142° 45' 51"" E",RUKOR,Seaport,Small,,
4331,RUS,Krasnoselkup,Port of Krasnoselkup,,"Krasnoselkup, Yamalo-Nenets Autonomous Okrug 629380
Russia",,,,,,"65° 42' 10"" N","82° 26' 21"" E",,River Port,Very Small,,
4332,RUS,Krasnoyarsk,Port of Krasnoyarsk,,"Krasnoyarsk, Krasnoyarsk Krai
Russia",,,,,,"56° 0' 11"" N","92° 54' 28"" E",,River Port,Small,,
4333,RUS,Kronshtadt,Port of Kronshtadt,,"Kronshtadt
Russia",,,,,,"59° 59' 13"" N","29° 46' 4"" E",,Seaport,Small,,
4334,RUS,Labytnangi,Port of Labytnangi,,"Labytnangi, Yamalo-Nenets Autonomous Okrug
Russia",,,,,,"66° 39' 54"" N","66° 27' 31"" E",,River Port,Small,,
4335,RUS,Lavrentiya,Port of Lavrentiya,,"Lavrentiya, Chukotka Autonomous Okrug
Russia",,,,,,"65° 35' 17"" N","170° 59' 56"" W",,"Pier, Jetty or Wharf",Very Small,,
4336,RUS,Lazarev,Port of Lazarev,,"Lazarev
Russia",,,,,,"52° 14' 18"" N","141° 30' 39"" E",RULAZ,"Pier, Jetty or Wharf",Small,,
4337,RUS,Lomonosov,Port of Lomonosov,Lomonosov Port Authority,"Morsportbusiness
Maneznyi 19, Office 8
Lomonosov, St Petersburg 191123
Russia",7 812 275 1017,7 812 275 3748,,,,"59° 55' 29"" N","29° 46' 27"" E",RULOM,Seaport,Small,,
4339,RUS,Magadan,Magadanskiy Morskoy Rybnyy Port,,"St. Markchekanskaya, 1
Magadan, Magadan Oblast 685000
Russia",+7 413 269-21-65,,,,,"59° 32' 21"" N","150° 46' 26"" E",RUGDX,Seaport,Small,,
4340,RUS,Mago,Port of Mago,,"Mago
Russia",,,,,,"53° 15' 13"" N","140° 11' 20"" E",RUMGO,River Port,Small,,
4341,RUS,Makhachkala,Port of Makhachkala,Makhachkala Sea Trade Port,"5 Portovoye Highway
Makhachkala, Dagestan 367012
Russia",7 872 267 2892,7 872 267 2914,,mtpru@mail.ru,,"42° 59' 55"" N","47° 29' 3"" E",RUMCX,Seaport,Small,,
4342,RUS,Mezen,Port of Mezen,Mezen Port Authority,"c/o Ingosstrakh Ltd
Pjatnitskaja 12
Moscow, GSP 113805
Russia",7 495 233 3134,,,,,"65° 53' 23"" N","44° 7' 27"" E",RUMEZ,River Port,Small,,
4345,RUS,Murom,Port of Murom,,"Murom
Russia",,,,,,"55° 36' 28"" N","42° 3' 10"" E",,River Port,Very Small,,
4346,RUS,Nakhodka,Port Livadia,"Commercial Port Livadia, Ltd","13A , Astafieva Str.
Nakhodka, Primorsky krai 692900
Russia",4236 67-58-00,4236 67-58-01,,port_livadia@mail.ru,www.port-livadia.ru,"42° 48' 12"" N","132° 54' 8"" E",RUNJK,Seaport,Small,,
4348,RUS,Naryan-Mar,Port of Naryan-Mar,Naryan-Mar Port Authority,"Embankment 11
Archangelsk
Russia",,,,,,"67° 38' 33"" N","53° 1' 16"" E",RUNNM,Seaport,Small,,
4349,RUS,Nevelsk,Port of Nevelsk,Nevelsk Port Authority,"Rybatskaya 32
Nevelsk
Russia",,,,,,"46° 40' 38"" N","141° 51' 14"" E",RUNEV,Harbor,Small,,
4351,RUS,Nizhnevartovsk,Port of Nizhnevartovsk,,"Nizhnevartovsk, Khanty-Mansi Autonomous Okrug - Yugra
Russia",,,,,www.n-vartovsk.ru,"60° 55' 0"" N","76° 33' 32"" E",,River Port,Small,,
4352,RUS,Nizhneyansk,Port of Nizhneyansk,,"Nizhneyansk, Sakha Republic 678562
Russia",,,,,,"71° 26' 26"" N","136° 9' 39"" E",,River Port,Small,,
4353,RUS,Nizhniye Narykary,Port of Nizhniye Narykary,,"Nizhniye Narykary, Khanty-Mansi Autonomous Okrug 628103
Russia",,,,,,"63° 11' 7"" N","64° 56' 50"" E",,River Port,Very Small,,
4354,RUS,Novgorod,Port of Novgorod,,"Novgorod
Russia",,,,,,"56° 17' 47"" N","44° 6' 49"" E",,River Port,Small,,
4356,RUS,Novosibirsk,Port of Novosibirsk,,"Novosibirsk, Novosibirsk Oblast
Russia",,,,,,"55° 0' 53"" N","82° 54' 21"" E",,River Port,Small,,
4357,RUS,Novy Port,Port of Novy Port,,"Novy Port, Yamalo-Nenets Autonomous Okrug 629712
Russia",,,,,,"67° 41' 15"" N","72° 54' 7"" E",,River Port,Small,,
4358,RUS,Numgi,Port of Numgi,,"Numgi, Yamalo-Nenets Autonomous Okrug 629750
Russia",,,,,,"66° 39' 12"" N","72° 59' 24"" E",,River Port,Very Small,,
4359,RUS,Nyaksimvol,Port of Nyaksimvol,,"Nyaksimvol, Khanty-Mansi Autonomous Okrug 628143
Russia",,,,,,"62° 25' 41"" N","60° 52' 10"" E",,River Port,Very Small,,
4360,RUS,Nyda,Port of Nyda,,"Nyda, Yamalo-Nenets Autonomous Okrug 629750
Russia",,,,,,"66° 37' 39"" N","72° 56' 26"" E",,River Port,Very Small,,
4361,RUS,Olga,Port of Olga,Olga Port Authority,"Marine Administration, Port of Vladivostok (Olga)
Rucheinaya 9A
Olga 692450
Russia",7 423 769 1486,7 423 769 1307,,olgamp@inbox.ru,,"43° 43' 42"" N","135° 15' 27"" E",,Seaport,Small,,
4362,RUS,Omsk,Port of Omsk,,"Omsk, Omsk Oblast
Russia",,,,,,"54° 56' 22"" N","73° 21' 38"" E",,River Port,Small,,
4363,RUS,Onega,Port of Onega,Onega Port Authority,"Oktya
198
Onega
Russia",,,,,,"63° 56' 1"" N","38° 0' 49"" E",RUONG,Seaport,Small,,
4364,RUS,Panayevsk,Port of Panayevsk,,"Panayevsk, Yamalo-Nenets Autonomous Okrug 629707
Russia",,,,,,"66° 44' 32"" N","70° 5' 11"" E",,River Port,Very Small,,
4365,RUS,Peregrebnoe,Port of Peregrebnoe,,"Peregrebnoe, Khanty-Mansi Autonomous Okrug 628109
Russia",,,,,,"62° 59' 8"" N","65° 3' 52"" E",,River Port,Very Small,,
4366,RUS,Perm,Port of Perm,,"Perm
Russia",,,,,,"58° 0' 56"" N","56° 11' 46"" E",,River Port,Small,,
4368,RUS,Pevek,Port of Pevek,Marine Administration of Chukotka Ports,"Beringa 20
Anadyr, Chukotskiy 686710
Russia",7 427 222 2525,7 427 224 4116,,,,"69° 42' 17"" N","170° 16' 37"" E",RUPWE,Seaport,Small,,
4369,RUS,Polnovat,Port of Polnovat,,"Polnovat, Khanty-Mansi Autonomous Okrug 628179
Russia",,,,,,"63° 47' 17"" N","65° 54' 4"" E",,River Port,Very Small,,
4370,RUS,Poronaysk,Port of Poronaysk,Poronaysk Port Authority,"Vostochnaya 1
Poronaysk 694200
Russia",,,,,,"49° 13' 49"" N","143° 6' 53"" E",RUPRN,Harbor,Small,,
4371,RUS,Posyet,Port of Posyet,Marine Administration of Vladivostok Port- Posyet Branch,"Portovaya 41
Khasanskiy District
Posyet, Primorskiy 692705
Russia",7 423 312 1321,7 422 312 1322,,portposiet@vtc.ru,,"42° 38' 56"" N","130° 48' 28"" E",RUPSE,Seaport,Small,,
4372,RUS,Prichal,Prichal Marina,,"Prichal, Yamalo-Nenets Autonomous Okrug 629371
Russia",,,,,,"69° 5' 47"" N","76° 52' 28"" E",,River Port,Very Small,,
4374,RUS,Priobye,Port of Priobye,,"Priobye, Khanty-Mansi Autonomous Okrug 628126
Russia",,,,,,"62° 34' 18"" N","65° 38' 22"" E",,River Port,Small,,
4375,RUS,Providenija,Port of Providenija,Marine Administration of Chukotka Ports,"Beringa 20
Anadyr, Chukotskiy 686710
Russia",7 427 222 2525,7 427 224 4116,,,,"64° 25' 40"" N","173° 12' 30"" W",,Seaport,Small,,
4376,RUS,Pugory,Port of Pugory,,"Pugory, Khanty-Mansi Autonomous Okrug 628155
Russia",,,,,,"64° 9' 36"" N","65° 21' 35"" E",,River Port,Very Small,,
4378,RUS,Ryazan,Port of Ryazan,,"Ryazan
Russia",,,,,,"54° 38' 36"" N","39° 45' 37"" E",,River Port,Very Small,,
4379,RUS,Ryrkaypiy,Port of Ryrkaypiy,,"Ryrkaypiy, Chukotka Autonomous Okrug
Russia",,,,,,"68° 55' 17"" N","179° 29' 15"" W",,"Pier, Jetty or Wharf",Very Small,,
4380,RUS,Sabetta,Abk Morskogo Porta Sabetta,,"Sabetta, Yamalo-Nenets Autonomous Okrug 629705
Russia",,,,,,"71° 16' 30"" N","72° 4' 58"" E",,Seaport,Small,,
4381,RUS,Salekhard,Port of Salekhard,,"Salekhard, Yamalo-Nenets Autonomous Okrug
Russia",,,,,www.salekhard.org,"66° 32' 27"" N","66° 34' 27"" E",,River Port,Small,,
4382,RUS,Salemal,Port of Salemal,,"Salemal, Yamalo-Nenets Autonomous Okrug 629709
Russia",,,,,,"66° 45' 38"" N","69° 10' 6"" E",,River Port,Small,,
4384,RUS,Samburg,Prichal Dlya Rechnykh Sudov,,"Samburg, Yamalo-Nenets Autonomous Okrug 629870
Russia",,,,,,"66° 59' 49"" N","78° 12' 22"" E",,River Port,Very Small,,
4386,RUS,Sarepta,Port of Sarepta,,"Volgograd, Volgograd Oblast
Russia",,,,,,"48° 31' 30"" N","44° 31' 7"" E",,River Port,Small,,
4387,RUS,Serpukhov,Port of Serpukhov,,"Serpukhov
Russia",,,,,,"54° 53' 42"" N","37° 24' 0"" E",,River Port,Very Small,,
4388,RUS,Sherkaly,Port of Sherkaly,,"Sherkaly, Khanty-Mansi Autonomous Okrug 628121
Russia",,,,,,"62° 45' 6"" N","65° 28' 22"" E",,River Port,Very Small,,
4389,RUS,Sochi,Port of Sochi,Sochi Port Authority,"Voykova 1
Sochi, Kalmyk 354000
Russia",7 8622 609-646,7 8622 609-609,,info@morport-sochi.ru,www.morport-sochi.ru,"43° 34' 52"" N","39° 42' 57"" E",RUSOC,Harbor,Small,,
4390,RUS,Solombala,Port of Solombala,,"Solombala
Russia",,,,,,"64° 34' 35"" N","40° 30' 20"" E",,River Port,Small,,
4391,RUS,Sos'va,Port of Sos'va,,"Sos'va, Khanty-Mansi Autonomous Okrug 628145
Russia",,,,,,"63° 38' 44"" N","62° 6' 34"" E",,River Port,Very Small,,
4392,RUS,Sovgavan,Port of Sovgavan,Sovgavan Port Ltd,"4, Morskaya st.
Sovgavan, Khabarovsk 682880
Russia",42138 602-68,,,terminal@port.sovgav.ru,www.svgport.ru,"49° 0' 58"" N","140° 14' 42"" E",,Seaport,Small,,
4394,RUS,Surgut,Port of Surgut,,"Surgut, Khanty-Mansi Autonomous Okrug - Yugra
Russia",,,,,,"61° 14' 42"" N","73° 31' 13"" E",,River Port,Small,,
4396,RUS,Tara,Port of Tara,,"Tara, Omsk Oblast
Russia",,,,,,"56° 55' 9"" N","74° 21' 25"" E",,River Port,Small,,
4397,RUS,Tarko-Sale,Port of Tarko-Sale,,"Tarko-Sale, Yamalo-Nenets Autonomous Okrug
Russia",,,,,,"64° 55' 13"" N","77° 45' 40"" E",,River Port,Small,,
4398,RUS,Tazovsky,Port of Tazovsky,,"Tazovsky, Yamalo-Nenets Autonomous Okrug 629350
Russia",,,,,,"67° 28' 11"" N","78° 43' 38"" E",,River Port,Small,,
4399,RUS,Tegi,Port of Tegi,,"Tegi, Khanty-Mansi Autonomous Okrug 628155
Russia",,,,,,"64° 19' 18"" N","65° 23' 15"" E",,River Port,Very Small,,
4400,RUS,Temryuk,Port of Temryuk,Temryuk Port Authority,"Gorkogo 51
Temryuk, Krasnodar 353520
Russia",7 861 485 2091,7 861 485 1886,,maptemryuk@morflot.ru,,"45° 19' 34"" N","37° 22' 24"" E",RUTMR,Seaport,Small,,
4402,RUS,Tobolsk,Port of Tobolsk,,"Tobolsk, Tyumen Oblast
Russia",,,,,www.admtobolsk.ru,"58° 9' 42"" N","68° 13' 13"" E",,River Port,Small,,
4404,RUS,Tver,Port of Tver,,"Tver
Russia",,,,,,"56° 49' 47"" N","35° 58' 48"" E",,River Port,Small,,
4405,RUS,Tyumen,Port of Tyumen,,"Tyumen, Ural Federal District
Russia",,,,,,"57° 9' 46"" N","65° 38' 12"" E",,River Port,Small,,
4406,RUS,Ufa,Port of Ufa,,"Ufa
Russia",,,,,,"54° 44' 27"" N","55° 55' 11"" E",,River Port,Small,,
4407,RUS,Uglegorsk,Port of Uglegorsk,Uglegorsk Port Authority,"Primouskaya 7
Uglegorsk
Russia",,,,,,"49° 4' 42"" N","142° 1' 58"" E",RUUGL,Harbor,Small,,
4408,RUS,Ulan-Ude,Port of Ulan-Ude,,"Ulan-Ude
Russia",,,,,,"51° 50' 11"" N","107° 34' 29"" E",,River Port,Small,,
4409,RUS,Ulyanovsk,Ulyanovsk River Port,,"Ulitsa Portovaya, 25
Ulyanovsk, Ulyanovsk Oblast 432063
Russia",+7 842 242-98-00,,,,,"54° 17' 37"" N","48° 23' 9"" E",,River Port,Small,,
4410,RUS,Urengoy,Port of Urengoy,,"Urengoy, Yamalo-Nenets Autonomous Okrug 629860
Russia",,,,,,"65° 57' 4"" N","78° 20' 56"" E",,River Port,Small,,
4411,RUS,Ust Kamchatsk,Port of Ust Kamchatsk,Ust Kamchatsk Sea Trade Port,"Lenina 78
Ust Kamchatsk, Kamchatskaya 684400
Russia",7 421 342 5231,7 421 342 5280,,,,"56° 13' 41"" N","162° 31' 52"" E",RUUKK,Harbor,Small,,
